FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_23e,5179094,POINT (16.301487431081235 48.149273894618716),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_23f,5179095,POINT (16.331689715281588 48.17370826050507),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_240,5179096,POINT (16.388983618532844 48.26044282531626),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_241,5179097,POINT (16.392355219204646 48.23284890655609),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_242,5179098,POINT (16.42948950248131 48.275810787844414),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_243,5179099,POINT (16.372291174249217 48.18255496967574),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_244,5179100,POINT (16.44949325110649 48.23700039283999),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_245,5179101,POINT (16.30412806564788 48.19979933882742),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_246,5179102,POINT (16.388898636181082 48.20137212934884),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_247,5179103,POINT (16.301448487460814 48.18788305478046),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_248,5179104,POINT (16.389171743230364 48.14804585710907),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_249,5179105,POINT (16.333274784384653 48.19431572157077),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_24a,5179106,POINT (16.33330502661146 48.194398826648964),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_24b,5179107,POINT (16.333279062465337 48.1944015941322),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_24c,5179108,POINT (16.333275774210378 48.19441806329768),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_24d,5179109,POINT (16.275298157704515 48.196784795806096),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_24e,5179110,POINT (16.466994263769596 48.224138394604914),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_24f,5179111,POINT (16.34454312607267 48.1802956649838),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_250,5179112,POINT (16.35830526391124 48.22713163071356),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_251,5179113,POINT (16.313215897310698 48.14814202008802),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_252,5179114,POINT (16.313210208935036 48.14814154321357),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_253,5179115,POINT (16.293573145915826 48.177945049864235),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_254,5179116,POINT (16.395370353010016 48.21874203442949),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_255,5179117,POINT (16.378714575504986 48.204509415483365),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_256,5179118,POINT (16.37281397945013 48.21539922463604),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_257,5179119,POINT (16.420374626434857 48.2974003700152),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_258,5179120,POINT (16.40564523714528 48.276546539427365),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_259,5179121,POINT (16.405792878749132 48.27698400240251),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_25a,5179122,POINT (16.448775798538424 48.269252205115386),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_25b,5179123,POINT (16.416667016539343 48.29470570130537),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_25c,5179124,POINT (16.417215344301052 48.29462947011389),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_25d,5179125,POINT (16.454865928339512 48.270192467259314),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_25e,5179126,POINT (16.447915504076967 48.27215365449334),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_25f,5179127,POINT (16.449060106442605 48.27183422625374),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_260,5179128,POINT (16.412435887711077 48.27750009737555),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_261,5179129,POINT (16.40285689342627 48.150839687268096),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_262,5179130,POINT (16.402322543008733 48.15089315938529),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_263,5179131,POINT (16.403043323165512 48.15039577178471),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_264,5179132,POINT (16.406617770070856 48.14494819470564),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_265,5179133,POINT (16.369203220018157 48.199742792922244),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_266,5179134,POINT (16.37969834347676 48.20417673729594),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_267,5179135,POINT (16.380686398586604 48.20484616121624),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_268,5179136,POINT (16.3817342811804 48.20382130912254),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_269,5179137,POINT (16.443685768481846 48.263274103335505),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_26a,5179138,POINT (16.39836027153558 48.26441798462468),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_26b,5179139,POINT (16.398323806375647 48.26421157520694),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_26c,5179140,POINT (16.31795797678534 48.21440511686096),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_26d,5179141,POINT (16.35571821760716 48.20369985418267),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_26e,5179142,POINT (16.340652065796622 48.20760751013403),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_26f,5179143,POINT (16.346507916794128 48.20456301336059),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_270,5179144,POINT (16.34292990703644 48.207523249050226),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_271,5179145,POINT (16.35218350138686 48.20267071810529),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_272,5179146,POINT (16.33852879204285 48.20142597277269),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_273,5179147,POINT (16.33848755843544 48.20202074078896),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_274,5179148,POINT (16.355074915489872 48.20615930817656),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_275,5179149,POINT (16.330609253426672 48.198507146102784),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_276,5179150,POINT (16.331056923192214 48.198401593540524),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_277,5179151,POINT (16.33088910356954 48.1979893741416),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_278,5179152,POINT (16.332354029040893 48.20401749102161),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_279,5179153,POINT (16.33200170193095 48.20349637089858),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_27a,5179154,POINT (16.318927018185775 48.19410895445153),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_27b,5179155,POINT (16.291961911709503 48.163363300575085),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_27c,5179156,POINT (16.260087550833987 48.19363678958504),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_27d,5179157,POINT (16.26129949654426 48.19241668850759),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_27e,5179158,POINT (16.28714570470228 48.185529672026696),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_27f,5179159,POINT (16.274357129786225 48.18120951799302),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_280,5179160,POINT (16.27440079145649 48.18106854211149),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_281,5179161,POINT (16.268372261310095 48.1823681784792),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_282,5179162,POINT (16.288159558683763 48.16794889950692),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_283,5179163,POINT (16.287505841093004 48.16782080614456),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_284,5179164,POINT (16.28098280246467 48.1657274561297),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_285,5179165,POINT (16.296976296277922 48.168366946432236),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_286,5179166,POINT (16.419391336266752 48.173884315537336),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_287,5179167,POINT (16.342536475869093 48.20754770727973),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_288,5179168,POINT (16.36759125987492 48.16643242450693),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_289,5179169,POINT (16.38440383556038 48.17593147427058),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_28a,5179170,POINT (16.368652339078043 48.1745425123145),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_28b,5179171,POINT (16.368533969843455 48.17469172911597),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_28c,5179172,POINT (16.49052333452144 48.214532587234935),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_28d,5179173,POINT (16.368066248022064 48.174704020968676),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_28e,5179174,POINT (16.36811058502721 48.175349140608446),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_28f,5179175,POINT (16.379582588919668 48.16562626408045),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_290,5179176,POINT (16.38638264670728 48.172135092063066),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_291,5179177,POINT (16.394144752965364 48.17172823422938),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_292,5179178,POINT (16.37773085807778 48.16671376224205),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_293,5179179,POINT (16.352032337405657 48.16944812941225),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_294,5179180,POINT (16.352063723904845 48.16939500378698),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_295,5179181,POINT (16.38399502776411 48.16787384339472),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_296,5179182,POINT (16.38466724717406 48.1670774083096),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_297,5179183,POINT (16.37128497860335 48.17289723780431),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_298,5179184,POINT (16.371171922497787 48.17342293311499),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_299,5179185,POINT (16.37163827676344 48.17333891611605),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_29a,5179186,POINT (16.36871561649161 48.178098817479885),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_29b,5179187,POINT (16.35414751568549 48.17480996587148),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_29c,5179188,POINT (16.35472322071361 48.175630297299136),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_29d,5179189,POINT (16.366284719755416 48.18136343744303),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_29e,5179190,POINT (16.365369743252018 48.18030417957473),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_29f,5179191,POINT (16.35992712053399 48.17687392321835),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a0,5179192,POINT (16.360174644099565 48.176824545497155),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a1,5179193,POINT (16.380629112648382 48.20304653043413),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a2,5179194,POINT (16.381678681660276 48.204811930344846),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a3,5179195,POINT (16.24803789441791 48.210082939385096),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a4,5179196,POINT (16.29104903353763 48.15921761916638),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a5,5179197,POINT (16.396313760959963 48.225940970148265),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a6,5179198,POINT (16.384344488469512 48.2178199787869),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a7,5179199,POINT (16.343369507756375 48.18831791340958),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a8,5179200,POINT (16.33170704740898 48.19064001114877),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2a9,5179201,POINT (16.3177924361981 48.17920173398986),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2aa,5179202,POINT (16.424818284750682 48.15696901222405),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ab,5179203,POINT (16.4247616346295 48.15739914413538),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ac,5179204,POINT (16.42452851051582 48.15765989984983),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ad,5179205,POINT (16.41780024393257 48.16743784597933),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ae,5179206,POINT (16.42565908053612 48.17652258771147),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2af,5179207,POINT (16.469783317756317 48.15471804285251),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b0,5179208,POINT (16.469362597528885 48.154568148909874),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b1,5179209,POINT (16.460198864223397 48.15394966363675),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b2,5179210,POINT (16.461601141528117 48.153312620708846),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b3,5179211,POINT (16.466235997776472 48.1517600114278),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b4,5179212,POINT (16.44320046238839 48.16117837308963),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b5,5179213,POINT (16.442050102742638 48.1613856027419),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b6,5179214,POINT (16.44372238089624 48.161036640077995),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b7,5179215,POINT (16.41100929939789 48.17357942454114),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b8,5179216,POINT (16.306348901657476 48.16925816741854),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2b9,5179217,POINT (16.378311691745992 48.17080296937215),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ba,5179218,POINT (16.40879132722185 48.17197195907191),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2bb,5179219,POINT (16.41046331869164 48.17196046396669),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2bc,5179220,POINT (16.41007679685222 48.17252275018139),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2bd,5179221,POINT (16.411048750571705 48.16928535733235),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2be,5179222,POINT (16.471957588363992 48.157155056033375),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2bf,5179223,POINT (16.47179920376793 48.160139935275964),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c0,5179224,POINT (16.418609938966636 48.169007221818035),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c1,5179225,POINT (16.414176866024594 48.171206611742505),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c2,5179226,POINT (16.356313188121383 48.19385198904487),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c3,5179227,POINT (16.354469916682426 48.18976285869094),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c4,5179228,POINT (16.41169523232417 48.25161605715352),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c5,5179229,POINT (16.3608179486824 48.18969976797261),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c6,5179230,POINT (16.361540905384192 48.18998497696788),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c7,5179231,POINT (16.349923829947343 48.18595162297238),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c8,5179232,POINT (16.344550834564366 48.18794667433676),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2c9,5179233,POINT (16.355326927529006 48.187852560919794),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ca,5179234,POINT (16.324051336644136 48.160750110584566),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2cb,5179235,POINT (16.323568476940395 48.16029733434961),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2cc,5179236,POINT (16.33307392730595 48.181501967607865),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2cd,5179237,POINT (16.335180554259395 48.178710582575455),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ce,5179238,POINT (16.334659910922007 48.1788978235488),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2cf,5179239,POINT (16.337067337172922 48.1866652537295),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d0,5179240,POINT (16.32074848951202 48.17091466380937),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d1,5179241,POINT (16.306110256370697 48.1649236309202),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d2,5179242,POINT (16.291652494191208 48.15308092387711),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d3,5179243,POINT (16.450026870762642 48.27041777395095),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d4,5179244,POINT (16.421657972015545 48.280139186067395),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d5,5179245,POINT (16.415164928091194 48.2914334776787),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d6,5179246,POINT (16.44375567791322 48.27463626505487),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d7,5179247,POINT (16.475308933640125 48.21415855298893),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d8,5179248,POINT (16.48211842792291 48.217356928603934),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2d9,5179249,POINT (16.4845324208732 48.22126311376169),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2da,5179250,POINT (16.300802463414676 48.16724428284897),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2db,5179251,POINT (16.339147663567662 48.18127585971428),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2dc,5179252,POINT (16.339559295670924 48.18147461782372),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2dd,5179253,POINT (16.338645201616025 48.1787154417697),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2de,5179254,POINT (16.319376809653317 48.158767311007225),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2df,5179255,POINT (16.331220074940806 48.17360617214138),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e0,5179256,POINT (16.35651048286798 48.1941082620853),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e1,5179257,POINT (16.476985535941157 48.21883196377137),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e2,5179258,POINT (16.341387652750594 48.25339735326115),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e3,5179259,POINT (16.275916691876915 48.17373602745857),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e4,5179260,POINT (16.272744929620494 48.1645021060235),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e5,5179261,POINT (16.342084730170082 48.19346078242663),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e6,5179262,POINT (16.342060292811894 48.193433764535655),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e7,5179263,POINT (16.34238791552402 48.19410496879609),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e8,5179264,POINT (16.3436887136164 48.19369048581108),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2e9,5179265,POINT (16.343918372594953 48.193821512937255),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ea,5179266,POINT (16.361329203243297 48.19874417271801),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2eb,5179267,POINT (16.361198545604953 48.198712445511504),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ec,5179268,POINT (16.361850334304233 48.198166692205696),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ed,5179269,POINT (16.33939084714854 48.189530860589784),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ee,5179270,POINT (16.3391853145241 48.18959196801743),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2ef,5179271,POINT (16.35184002594529 48.19787433989968),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2f0,5179272,POINT (16.35329551091904 48.19785372704592),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2f1,5179273,POINT (16.352356815895558 48.19790329779458),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2f2,5179274,POINT (16.35241259814061 48.19725530777849),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2f3,5179275,POINT (16.35262661853484 48.19758129119538),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2f4,5179276,POINT (16.352592571869895 48.19739527548098),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_2f5,5179277,POINT (16.389575435034214 48.256372149092485),Spielbrunnen,3,
